x0,y
0.771320643266746,-0.749989119222208
0.0207519493594015,1.0147235722494656
0.6336482349262754,-0.9478983933751041
0.7488038825386119,-0.9597851008202766
0.4985070123025904,-0.5764672182784576
0.22479664553084766,0.4162601669656356
0.19806286475962398,0.6611689546572261
0.7605307121989587,-0.9388465721173672
0.16911083656253545,0.6049723523171087
0.08833981417401027,0.8656610889322851
0.6853598183677972,-1.0765817510986064
0.9533933461949365,-0.23913700343503175
0.003948266327914451,0.9659128931088958
0.5121922633857766,-0.7153272655284315
0.8126209616521135,-0.7161334450158301
0.6125260668293881,-0.9823721261506972
0.7217553174317995,-0.9690834847045905
0.29187606817063316,0.22303182695720325
0.9177741225129434,-0.4318446420440294
0.7145757833976906,-0.9038068314957943
0.5425443680112613,-0.7495378973696136
0.14217004760152696,0.8042042331778074
0.3733407600514692,0.05205467433623032
0.6741336150663453,-0.9076351018176952
0.4418331744229961,-0.5005329415255265
0.4340139933332937,-0.49306413849412717
0.6177669784693172,-0.9967855063072756
0.5131382425543909,-0.7996756698260351
0.6503971819314672,-0.8841839221387866
0.6010389534045444,-1.0223390472905356
0.8052231968327465,-0.8024180295692167
0.5216471523936341,-0.8283672895193201
0.9086488808086682,-0.31269059654401543
0.3192360889885453,-0.07547275564102879
0.09045934927090737,0.8742604464343061
0.30070005663620336,0.14098472683421684
0.11398436186354977,0.8911119329181534
0.8286813263076767,-0.6763465886155424
0.04689631938924976,0.9541011238195457
0.6262871483113925,-0.8830433143444854
